,phrase,movie_wikipedia_id,movie_freebase_id,movie_name,movie_release_date,box_office,runtime,languages,countries,genres,movie_imdb_id,plot,movie_release_date_decade,tf-idf,blurb_idx,blurb
3547,train,73919,/m/0jsj6,The Great Train Robbery,1903.0,,12.0,['English Language'],['United States of America'],"['Short Film', 'Western', 'Silent film', 'Black-and-white', 'Indie']",tt0000439,"The film opens with two masked bandits breaking into a railroad telegraph office, where they force the operator at gunpoint to stop the train and give the engineer orders to fill the train up at the station's water tank. Afterwards they knock him out and tie him up. As the train stops to fill up, the bandits, now four, board the train. While two of the bandits enter an express car, kill a messenger and open a box of valuables with dynamite, the others take out the engineers, halt the train and disconnect the locomotive. The bandits then force the passengers off the train and ransack them of their belongings. One passenger tries to escape, but is instantly shot down. Carrying their loot, the bandits escape in the locomotive, later stopping in a valley to continue on horseback. Back in the telegraph office, the operator wakes up and tries to escape, collapsing again. His daughter enters and restores him to consciousness by throwing water in his face. He goes to a nearby dance hall to gather assistance, and the men grab their guns and pursue the bandits. The posse catches up with the bandits, and in a final shootout all of the bandits are killed.  An additional scene is included in the film. It is a close up of the leader of the bandits, played by Justus D. Barnes, firing point blank towards the camera. While usually placed at the end, Porter stated that the scene could also be played at the beginning.",1900.0,0.0197510580842362,136,...to stop the train and give the engineer orders to fill the train up at the station's water tank. Afterwards they
1959,lost,527391,/m/02ltdy,A Trip to the Moon,1902.0,,8.0,['French Language'],['France'],"['Science Fiction', 'Indie', 'Silent film', 'Black-and-white', 'Short Film', 'Fantasy', 'Drama', 'Adventure']",tt0000417,"At a meeting of astronomers, their president proposes a trip to the Moon. After addressing some dissent, six brave astronomers agree to the plan. They build a space capsule in the shape of a bullet, and a huge cannon to shoot it into space. The astronomers embark and their capsule is fired from the cannon with the help of ""marines"", most of whom are portrayed as a bevy of beautiful women in sailors' outfits, while the rest are men. The Man in the Moon watches the capsule as it approaches, and it hits him in the eye. At this point, a Selenite  appears, but it is killed easily by an astronomer, as the creatures explode if they are hit with a hard force. More Selenites appear and it becomes increasingly difficult for the astronomers to destroy them as they are surrounded. The Selenites arrest the astronomers and bring them to their commander at the Selenite palace. An astronomer lifts the Chief Selenite off his throne and dashes him to the ground, exploding him.  The final sequence depicts a celebratory parade in honor of the travelers' return, including the unveiling of a commemorative statue. This ending sequence was considered lost until 2002, when a well preserved complete print was discovered at a barn in France. The extended version was screened at the Pordenone Silent Film Festival in 2003, and the sequence was included and restored in full for the 2012 Blu-Ray edition of the film.",1900.0,0.0079004232336944,1145,"...was considered lost until 2002, when a well preserved complete print was discovered at a barn in France. The extend"
201,submarine,2539863,/m/07lvgs,The Impossible Voyage,1904.0,,24.0,['French Language'],['France'],"['Science Fiction', 'Indie', 'Silent film', 'Black-and-white', 'Short Film', 'Adventure']",tt0000499,"A geographic society proposes to travel around the world. Many vehicles are made for this voyage, including a submarine, an automobile, and a railway box car filled with ice. The machines are loaded onto a train, and are sent to the Swiss Alps, where the travelers will begin their journey. They first board an automobile named ""The Impossible Carriage"" and journey through the mountains, only to crash and to be rushed to a hospital. After they have recovered, they board a train with their vehicles, and journey up a mountain top. Getting higher and higher every minute, with balloons attached to the train, they rise into space and are ""swallowed"" by the sun. The travelers land with a crash. They are happy to be alive, but the heat is too much. All but one of the travelers are loaded into an ice box, but are suddenly frozen. The remaining traveler starts a fire to melt the ice, and moves the individuals over to a submarine. The submarine is launched off the sun, and falls into an ocean. A boiler problem causes the submarine to explode, and the travelers are thrown up into the air, and fall onto land. A grand rejoicing is held for the individuals.",1900.0,0.0079004232336944,110,"...including a submarine, an automobile, and a railway box car filled with ice. The machines are loaded onto a trai"
2670,nov,32986669,/m/04p7yxx,Robbery Under Arms,1907.0,,,['Silent film'],['Australia'],"['Silent film', 'Drama']",tt0000615,"Key scenes of the film included the branding of the stolen cattle by the Marstons, the stealing of the horse 'Marquis of Lorne', the capture of Starlight and Dick Marston, the robbery of the mail coach, the bail up of the gold escort, the sticking up of Whitmans', the attack on Keightley station, the ride of Mrs Keightley to raise the ransom, the escape from Berrima Gaol and Starlight's last stand.""ROBBERY UNDER ARMS."" The Sydney Morning Herald 11 Nov 1907: 7",1900.0,0.0070757079531404,452,...Morning Herald 11 Nov 1907: 7
1644,traveler,527391,/m/02ltdy,A Trip to the Moon,1902.0,,8.0,['French Language'],['France'],"['Science Fiction', 'Indie', 'Silent film', 'Black-and-white', 'Short Film', 'Fantasy', 'Drama', 'Adventure']",tt0000417,"At a meeting of astronomers, their president proposes a trip to the Moon. After addressing some dissent, six brave astronomers agree to the plan. They build a space capsule in the shape of a bullet, and a huge cannon to shoot it into space. The astronomers embark and their capsule is fired from the cannon with the help of ""marines"", most of whom are portrayed as a bevy of beautiful women in sailors' outfits, while the rest are men. The Man in the Moon watches the capsule as it approaches, and it hits him in the eye. At this point, a Selenite  appears, but it is killed easily by an astronomer, as the creatures explode if they are hit with a hard force. More Selenites appear and it becomes increasingly difficult for the astronomers to destroy them as they are surrounded. The Selenites arrest the astronomers and bring them to their commander at the Selenite palace. An astronomer lifts the Chief Selenite off his throne and dashes him to the ground, exploding him.  The final sequence depicts a celebratory parade in honor of the travelers' return, including the unveiling of a commemorative statue. This ending sequence was considered lost until 2002, when a well preserved complete print was discovered at a barn in France. The extended version was screened at the Pordenone Silent Film Festival in 2003, and the sequence was included and restored in full for the 2012 Blu-Ray edition of the film.",1900.0,0.0067449731169343,1039,"...in honor of the travelers' return, including the unveiling of a commemorative statue. This ending sequence was consi"
2326,chimney,20951051,/m/05b2l5x,Mary Jane's Mishap,1903.0,,4.0,"['Silent film', 'English Language']",['United Kingdom'],"['Short Film', 'Silent film']",tt0000451,"A housemaid  starts a fire in the kitchen stove by putting paraffin on it. It causes an explosion that sends her up the chimney. She emerges out of the chimney pot on top of the house and her scattered remains fall to the ground. Later, Mary Jane's ghost rises from her grave to find her paraffin can and once she finds it, she goes to her final resting place.",1900.0,0.0063180492824598,120,...sends her up the chimney. She emerges out of the chimney pot on top of the house and her scattered remains fall to th
280,portrait,10159500,/m/02q3qn_,L'Auberge du Bon Repos,1903.0,,5.0,[],['France'],"['Silent film', 'Indie', 'Black-and-white', 'Short Film', 'Fantasy', 'Comedy']",tt0222763,"The film begins in the interior bedroom of an inn. There enters a traveler, slightly intoxicated, accompanied by a porter, who carries his baggage. The traveler takes off his hat, his coat and his shoes. The servant places these things upon a clothes-rack in such a way that they resemble the outlines of the back of an old codger. The servant withdraws. A comedic scene follows when the drunken chap tries to light his pipe from a candlestick. The candlestick rises in the air, and the flame is put out by a portrait placed in a frame on the wall. The guest lights the candle, and he tries to light his pipe again. A second time the candlestick rises up, and the personage in the picture having become animated swallows candle and candlestick. The fellow jumps backward, bumps up against the clothes-rack. Taking his clothes for an intruder he kicks at them. The boots become animated, and kick him in return. The fellow, enraged, throws himself upon the clothes-rack, which he imagines to be a person, struggles with it and rolls upon the floor, entangled among all his clothes. He restores everything to its former place, but his boots began to dance about the room. The poor drunk man chases after them, but the boots ascend the wall and disappear in the ceiling. Tired he goes to bed. Immediately the bed begins to dance wildly about the room, then falls upon him, burying him among the covers, mattress and the pieces of the bed. He extricates himself in a rage, restores everything to order again, but just as he attempts to get into bed he finds himself suddenly thrown under it. He crawls out of bed and spies the moon through the casement window. Believing that he has discovered an enemy he strikes the window with a broom, and the window bursts into pieces. The moon reappears on the dial of a clock; then suddenly it assumes the face of a grinning clown. The drunken fellow starts back; he stumbles against a valise. With a kick he sends the valise into the air, where it assumes the form of a demon, whom the fellow tries to catch. The furniture, the washbowl, the pitcher break into pieces. Awakened by the mid-night disturbances, the hotel manager and all the guests, enter the room. Stormy explanations follow, and a battle ensues. The people follow one another, leaping through windows, pictures and mirrors. The proprietor is hit on the head by a board laden with all sorts of objects, and a large portrait falls upon his head. Finally at the moment when the drunken fellow is on the point of being seized, he disappears through a casement and takes refuge on the roof, to the astonishment of all.",1900.0,0.0063180492824598,509,"...is put out by a portrait placed in a frame on the wall. The guest lights the candle, and he tries to light his pipe "
28,tower,10204889,/m/02q54wg,Barbe-bleu,1901.0,,9.0,[],['France'],"['Crime Fiction', 'Silent film', 'Horror', 'Indie', 'Black-and-white', 'Short Film', 'Fantasy']",tt0131934,"The film is based on the fairy tale of Bluebeard written by Charles Perrault who also wrote Cinderella. A sinister aristocrat known as Lord Bluebeard is looking for a beautiful woman to become his wife. Lured by his great riches, many noble families bring their most eligible daughters to meet him, but none of the young women want to marry him, both due to his ghastly appearance and because he has already had seven previous wives - all of whom have mysteriously vanished without a trace. Bluebeard's great wealth, however, persuades one father to give his daughter's hand to him. She has no choice but to marry him, and after a lavish wedding feast she begins her new life in his castle. One day as Bluebeard is going away on a journey, he entrusts the keys to his castle to her, and warns his wife never to go into a certain room. Caught between the fear of her husband's wrath and her own curiosity, she is unsure of what to do regarding the forbidden chamber. Her curiosity manifests itself in the form of an imp who taunts and mocks her with potential promises that the room might contain, whereas her better judgement comes in the form of a guardian angel, who attempts to dissuade her from entering the locked door. When her curiosity finally gets the best of her, she realizes that she has placed herself in great danger. She enters the room, Melies at this point builds the suspense by keeping the lighting levels low, making out strange bag shapes. The room is revealed to be a torture chamber and these bags are revealed to be dead bodies; the seven past wives of the murderous Bluebeard hanging on hooks, dripping stale blood on to the floor. The new wife drops the key in her horror, and is stained with dead wives' blood which the wife relentlessly tries to wash off. Later that night she has a dream of seven giant keys haunting her with a sense of Freudian guilt from the dominating presence of Bluebeard. On Bluebeard's arrival he discovers his wife's untamable curiosity and violently shakes her. She runs to the top of the tower, and calls to her sister and brothers. Her relatives save her from death and pin Bluebeard with a sword to the castle walls. The angel appears to restore the murdered wives to life and they are married to seven great lords.",1900.0,0.0063180492824598,2044,"...to the top of the tower, and calls to her sister and brothers. Her relatives save her from death and pin Bluebeard wit"
2085,sequence,527391,/m/02ltdy,A Trip to the Moon,1902.0,,8.0,['French Language'],['France'],"['Science Fiction', 'Indie', 'Silent film', 'Black-and-white', 'Short Film', 'Fantasy', 'Drama', 'Adventure']",tt0000417,"At a meeting of astronomers, their president proposes a trip to the Moon. After addressing some dissent, six brave astronomers agree to the plan. They build a space capsule in the shape of a bullet, and a huge cannon to shoot it into space. The astronomers embark and their capsule is fired from the cannon with the help of ""marines"", most of whom are portrayed as a bevy of beautiful women in sailors' outfits, while the rest are men. The Man in the Moon watches the capsule as it approaches, and it hits him in the eye. At this point, a Selenite  appears, but it is killed easily by an astronomer, as the creatures explode if they are hit with a hard force. More Selenites appear and it becomes increasingly difficult for the astronomers to destroy them as they are surrounded. The Selenites arrest the astronomers and bring them to their commander at the Selenite palace. An astronomer lifts the Chief Selenite off his throne and dashes him to the ground, exploding him.  The final sequence depicts a celebratory parade in honor of the travelers' return, including the unveiling of a commemorative statue. This ending sequence was considered lost until 2002, when a well preserved complete print was discovered at a barn in France. The extended version was screened at the Pordenone Silent Film Festival in 2003, and the sequence was included and restored in full for the 2012 Blu-Ray edition of the film.",1900.0,0.0059253174252708,985,"...him.  The final sequence depicts a celebratory parade in honor of the travelers' return, including the unveiling of "
455,death,9119884,/m/027ych_,As Seen Through a Telescope,1900.0,,0.7,"['Silent film', 'English Language']",['United Kingdom'],"['Short Film', 'Silent film', 'Indie', 'Black-and-white']",tt0000272,"An old gentleman is shown on a village street, looking for something through a field glass. Suddenly, he levels the glass on a young couple coming up the road. The girl's shoe string came loose, and her companion volunteers to tie it. Here the scene changes, showing how it looks through the old man's glass. A very pretty ankle at short range. Scene changes back again and shows the old fellow tickled to death over the sight. The couple, who, by the way, caught ""Peeping Tom,"" come toward him, and as the young man passes behind him, he knocks off his hat and kicks the stool on which he is sitting, from under him, making the old chap present a rather ludicrous appearance, as he sits in the street",1900.0,0.0059253174252708,406,"...fellow tickled to death over the sight. The couple, who, by the way, caught ""Peeping Tom,"" come toward him, and as the"
342,town,29390154,/m/0drxmbx,The Fight for Freedom,1908.0,,,['Silent film'],['United States of America'],['Silent film'],tt0228299,"The film open in a town on the Mexican border. A poker game is going on in the local saloon. One of the players cheats and is shot dead by another of the players, a Mexican named Pedro. In the uproar that follows Pedro is wounded as he escapes from the saloon. The sheriff is called, who tracks Pedro to his home but Pedro kills the sherriff too. While Pedro hides, his wife Juanita, is arrested on suspcicion of murdering the sheriff. Pedro rescues her from the town jail and the two head for the Mexican border. Caught by the posse before they reach the border, Juanita is killed and the film ends with Pedro being arrested and taken back to town.",1900.0,0.0059253174252708,19,...film open in a town on the Mexican border. A poker game is going on in the local saloon. One of the players cheats 
319,lion,17445002,/m/047nm52,Løvejagten,1907.0,,10.0,['Danish Language'],['Denmark'],"['Short Film', 'Silent film', 'Black-and-white']",tt0000602,"Two big game hunters are on safari in the jungle with their African guide. They observe zebras, ostrich and a hippopotamus, and catch a small monkey for a pet. During the night they are awakened by a lion which kills a small goat and then the hunters' horse. The hunters shoot the lion as it stands by the water on a beach. They discover another lion and shoot it also. The lions are gutted and skinned. The happy hunters sit and smoke cigarettes afterward.",1900.0,0.0059253174252708,200,...are awakened by a lion which kills a small goat and then the hunters' horse. The hunters shoot the lion as it stands b
3371,road,9119884,/m/027ych_,As Seen Through a Telescope,1900.0,,0.7,"['Silent film', 'English Language']",['United Kingdom'],"['Short Film', 'Silent film', 'Indie', 'Black-and-white']",tt0000272,"An old gentleman is shown on a village street, looking for something through a field glass. Suddenly, he levels the glass on a young couple coming up the road. The girl's shoe string came loose, and her companion volunteers to tie it. Here the scene changes, showing how it looks through the old man's glass. A very pretty ankle at short range. Scene changes back again and shows the old fellow tickled to death over the sight. The couple, who, by the way, caught ""Peeping Tom,"" come toward him, and as the young man passes behind him, he knocks off his hat and kicks the stool on which he is sitting, from under him, making the old chap present a rather ludicrous appearance, as he sits in the street",1900.0,0.0059253174252708,154,"...coming up the road. The girl's shoe string came loose, and her companion volunteers to tie it. Here the scene chan"
